baseline 'main' (ad7fcc1affd0746a, 391 forecast dates from 1994-03-01) against this run (43ab429af4c39560, 391 from 1994-03-01)
168 IDENTICAL  0 NUMERICAL  219 MOVED  0 REMOVED  0 ADDED
a difference is NUMERICAL up to 1e-09 in absolute value and MOVED above it; every categorical difference is MOVED
2 of the MOVED are categorical -- a verdict, a failing gate or the run's identity -- and are listed first

categorical fields that moved -- read these first:
band   section   row  field               baseline                                 this run                     difference
-----  --------  ---  ------------------  ---------------------------------------  ---------------------------  ----------
MOVED  horizons  120  failing_gates       skill, calibration, robustness, honesty  skill, calibration, honesty
MOVED  run            configuration_hash  ad7fcc1affd0746a                         43ab429af4c39560

numeric fields, largest difference first:
band   section     row                                                               field                       baseline         this run          difference
-----  ----------  ----------------------------------------------------------------  --------------------------  ---------------  ----------------  ----------
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 12         area_under_the_curve        0.8026683087     0.7757389163      -2.693e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 120     expected_calibration_error  0.3012010871     0.3279006935      +2.670e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 60   expected_calibration_error  0.2450863016     0.2705549702      +2.547e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 120             expected_calibration_error  0.248691331      0.2741242711      +2.543e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 120   brier_skill_score           -0.0448281319    -0.02050733261    +2.432e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 12    reliability                 0.06721756896    0.04397700939     -2.324e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 12    brier_score                 0.2996426999     0.2766212295      -2.302e-02
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 12         brier_score                 0.1017387468     0.1246210727      +2.288e-02
MOVED  indicators  treasury_yield_curve_inverted_within_horizon @ 12                 area_under_the_curve        0.5895408939     0.5670036485      -2.254e-02
MOVED  indicators  economy_in_recession_within_horizon @ 12                          area_under_the_curve        0.4705745462     0.4489838134      -2.159e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 60      brier_skill_score           0.06676813621    0.04521563287     -2.155e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 60   brier_skill_score           0.01818315012    0.03943278432     +2.125e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 120             logarithmic_loss            0.898914978      0.8779813001      -2.093e-02
MOVED  horizons    12                                                                mean_brier_skill_score      0.2153773874     0.1945132229      -2.086e-02
MOVED  indicators  federal_funds_rate_below_one_percent_within_horizon @ 60          resolution                  0.04624170131    0.02542879387     -2.081e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 60              area_under_the_curve        0.5694878085     0.549583705       -1.990e-02
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 12         reliability                 0.02147945865    0.04111704452     +1.964e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 60    brier_skill_score           -0.03179250041   -0.01289584319    +1.890e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 12   brier_score                 0.0894272578     0.1074144126      +1.799e-02
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 12             brier_skill_score           0.1408977835     0.1230370752      -1.786e-02
MOVED  indicators  economy_in_recession_at_horizon_date @ 12                         expected_calibration_error  0.1240370155     0.1416627176      +1.763e-02
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 120        reliability                 0.03854337551    0.02164514108     -1.690e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 12      brier_skill_score           0.0861088127     0.06967407087     -1.643e-02
MOVED  indicators  treasury_yield_curve_inverted_within_horizon @ 120                resolution                  0.03702866407    0.02083351744     -1.620e-02
MOVED  indicators  economy_in_recession_at_horizon_date @ 120                        reliability                 0.01145491411    0.02714887839     +1.569e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 120   logarithmic_loss            0.7919094122     0.7766331487      -1.528e-02
MOVED  indicators  economy_in_recession_at_horizon_date @ 120                        brier_score                 0.08128509014    0.09637687493     +1.509e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 120   area_under_the_curve        0.4927572707     0.4777964206      -1.496e-02
MOVED  indicators  unemployment_rate_above_seven_percent_within_horizon @ 120        brier_skill_score           0.004169491943   0.01910052483     +1.493e-02
MOVED  indicators  economy_in_recession_within_horizon @ 12                          reliability                 0.05953425906    0.04483557915     -1.470e-02
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 12             resolution                  0.03661120601    0.02210147448     -1.451e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 60      area_under_the_curve        0.4329423763     0.447390787       +1.445e-02
MOVED  horizons    60                                                                mean_brier_skill_score      0.0727620699     0.08684893691     +1.409e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 120   expected_calibration_error  0.2372276057     0.2234430513      -1.378e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 60    logarithmic_loss            0.7765774387     0.7628751719      -1.370e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 60              resolution                  0.02176107866    0.008178051853    -1.358e-02
MOVED  indicators  treasury_yield_curve_inverted_within_horizon @ 12                 reliability                 0.02136599455    0.00780568324     -1.356e-02
MOVED  indicators  unemployment_rate_above_five_percent_at_horizon @ 60              expected_calibration_error  0.2531590086     0.2398029161      -1.336e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 60      logarithmic_loss            0.6833197765     0.6966371673      +1.332e-02
MOVED  indicators  industrial_production_growth_above_two_percent_at_horizon @ 60    expected_calibration_error  0.2132259786     0.2002658269      -1.296e-02
MOVED  indicators  economy_in_recession_within_horizon @ 12                          brier_score                 0.1896659586     0.1772957773      -1.237e-02
MOVED  indicators  economy_in_recession_at_horizon_date @ 60                         reliability                 0.008328579194   0.02057698278     +1.225e-02
MOVED  indicators  economy_in_recession_at_horizon_date @ 60                         brier_score                 0.0856046398     0.09778601184     +1.218e-02
MOVED  indicators  economy_in_recession_within_horizon @ 12                          expected_calibration_error  0.1518402551     0.1637971363      +1.196e-02
MOVED  indicators  economy_in_recession_within_horizon @ 60                          resolution                  0.048866714      0.03710556364     -1.176e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 60   resolution                  0.03792679939    0.04957605655     +1.165e-02
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 120  resolution                  0.08266068688    0.07103276727     -1.163e-02
MOVED  indicators  federal_funds_rate_above_four_percent_at_horizon @ 12             reliability                 0.06501112615    0.0543015313      -1.071e-02
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 120     reliability                 0.1124572489     0.1230150163      +1.056e-02
MOVED  indicators  economy_in_recession_at_horizon_date @ 12                         logarithmic_loss            0.3434424439     0.3538397504      +1.040e-02
MOVED  indicators  economy_in_recession_at_horizon_date @ 12                         reliability                 0.01947763912    0.02934873569     +9.871e-03
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 120     resolution                  0.05345892624    0.06310086911     +9.642e-03
MOVED  indicators  economy_in_recession_at_horizon_date @ 12                         brier_score                 0.08557979664    0.09448665997     +8.907e-03
MOVED  indicators  consumer_price_inflation_above_three_percent_at_horizon @ 120     logarithmic_loss            0.757361304      0.7485809674      -8.780e-03
MOVED  indicators  consumer_price_inflation_above_five_percent_within_horizon @ 12   resolution                  0.04023257533    0.03157638844     -8.656e-03
